id,DOI,no,type,title,authors,journal,year,date,volume,issue,firstPage,lastPage,abstract,globalCitationsCount,localInDegree,localOutDegree,referencesCount,localIncomingCitations,localOutgoingCitations,references
W4383336967,10.1016/J.JAG.2023.103395,237,article,Downscaling satellite night-time lights imagery to support within-city applications using a spatially non-stationary model,"Νικόλαος Τζιώκας, Ce Zhang, Garyfallos Chrysovalantis Drolias, Peter M. Atkinson",International journal of applied earth observation and geoinformation (Elsevier BV),2023,01/08/2023,122,,103395,103395,"For mapping and monitoring socioeconomic activities in cities, night-time lights (NTL) satellite sensor images are used widely, measuring the light intensity during the night. However, the main challenge to mapping human activities in cities using such NTL satellite sensor images is their coarse spatial resolution. To address this drawback, spatial downscaling of satellite nocturnal images is a plausible solution. However, common approaches for spatial downscaling employ spatially stationary models that may not be optimal where the data are spatially heterogeneous. In this research, a geostatistical model termed Random Forest area-to-point regression Kriging (RFATPK) was employed to disaggregate coarse spatial scale VIIRS NTL images (450 m) to a fine spatial scale (100 m). The RF predicts at a coarse resolution from fine spatial resolution variables, such as a Population raster. ATPK then downscales the coarse residuals from the RF prediction. In numerical experiments, RFATPK was compared with three benchmark techniques, including the simple Allocation of pixel values from the coarse resolution NTL data, Machine Learning with Splines and Geographically Weighted Regression. The downscaled results were validated using fine resolution LuoJia 1-01 satellite sensor imagery. RFATPK produced more accurate disaggregated images than the three benchmark approaches, with mean root mean square errors (RMSE) for the year 2018 of 13.89 and 6.74 nWcm−2 sr−1, for Mumbai and New Delhi, respectively. Also, the property of perfect coherence, measured by the Correlation Coefficient, was preserved consistently when applying RFATPK and was almost 1 for all years. The applicability of the disaggregated NTL data to monitor socioeconomic activities at the within-city scale against the reference NTL was illustrated by utilizing them as a proxy for the Gross National Income (GNI) per capita and the Night Light Development Index. The GNI estimation from the downscaled NTL outperformed the coarse resolution NTL when examining their coefficients of determination, with R2 of 0.67 and 0.47 for the GNI estimation using the fine and coarse resolution NTL data, respectively. For the Night Light Development Index (NLDI), the results of the index were compared by measuring their correlation with the Human Development Index (HDI). The NLDI from the downscaled NTL outperformed the coarse resolution NTL when measuring the correlation with the HDI, with Pearson’s correlation coefficients of −0.48 and −0.35 for the NLDI using the fine and coarse resolution NTL data, respectively, for New Delhi. The outcomes indicate that RFATPK provides more accurate predictions than the three benchmark techniques and the downscaled NTL data are more suitable for fine scale socioeconomic applications, as demonstrated by the NLDI and GNI. This research, thus, shows that the RFATPK solution for NTL disaggregation can facilitate data enhancement for fine-scale sub-national applications in social sciences and can be generalized worldwide by including other cities as well as other applications.",2,,1,60,,W3110928580,"W1900771449, W1996037626, W2012275720, W2019131731, W2056757752, W2058664147, W2080504767, W2088052330, W2094886960, W2098379546, W2111096250, W2131586477, W2143830832, W2166315923, W2167711599, W2201111821, W2279059428, W2285821126, W2288725922, W2513506629, W2549340854, W2559599946, W2618953255, W2649137640, W2739359204, W2742305379, W2769313216, W2777740315, W2796618135, W2799386220, W2803394027, W2900484231, W2911964244, W2944454747, W2944712366, W2958449090, W2969571546, W2994128586, W2994833383, W3012172656, W3014481749, W3023059212, W3027206080, W3081424853, W3081656623, W3098037208, W3100772020, W3110928580, W3112493948, W3115644492, W3120772301, W3178003778, W3197937307, W3198039985, W3200825310, W4220827237, W4236354984, W4282918489, W4307956187, W4319293043"
W4388794078,10.1016/J.AGWAT.2023.108596,349,article,Assessing the performance of the Gaussian Process Regression algorithm to fill gaps in the time-series of daily actual evapotranspiration of different crops in temperate and continental zones using ground and remotely sensed data,"Dario De, Matteo Ippolito, Marcella Cannarozzo, Giuseppe Provenzano, Giuseppe Ciraolo",Agricultural water management (Elsevier BV),2023,01/12/2023,290,,108596,108596,"The knowledge of crop evapotranspiration is crucial for several hydrological processes, including those related to the management of agricultural water sources. In particular, the estimations of actual evapotranspiration fluxes within fields are essential to managing irrigation strategies to save water and preserve water resources. Among the indirect methods to estimate actual evapotranspiration, ETa, the eddy covariance (EC) method allows to acquire continuous measurement of latent heat flux (LE). However, the time series of EC measurements are sometimes characterized by a lack of data due to the sensors' malfunctions. At this aim, Machine Learning (ML) techniques could represent a powerful tool to fill possible gaps in the time series. In this paper, the ML technique was applied using the Gaussian Process Regression (GPR) algorithm to fill gaps in daily actual evapotranspiration. The technique was tested in six different plots, two in Italy, three in the United States of America, and one in Canada, with different crops and climatic conditions in order to consider the suitability of the ML model in various contexts. For each site, the climate variables were not the same, therefore, the performance of the method was investigated on the basis of the available information. Initially, a comparison of ground and reanalysis data, where both databases were available, and between two different satellite products, when both databases were available, have been conducted. Then, the GPR model was tested. The mean and the covariance functions were set by considering a database of climate variables, soil water status measurements, and remotely sensed vegetation indices. Then, five different combinations of variables were analyzed to verify the suitability of the ML approach when limited input data are available or when the weather variables are replaced with reanalysis data. Cross-validation was used to assess the performance of the procedure. The model performances were assessed based on the statistical indicators: Root Mean Square Error (RMSE), coefficient of determination (R2), Mean Absolute Error (MAE), regression coefficient (b), and Nash-Sutcliffe efficiency coefficient (NSE). The quite high Nash Sutcliffe Efficiency (NSE) coefficient, and the root mean square error (RMSE) low values confirm the suitability of the proposed algorithm.",3,,,60,,,"W1246888592, W1971191309, W1978617972, W1980320347, W1984677551, W1997364613, W2001827658, W2024982944, W2033904036, W2040588632, W2045173766, W2046869778, W2058013657, W2067552953, W2095654324, W2116378430, W2126311868, W2127170577, W2132131699, W2135877839, W2159884661, W2172267151, W2287129661, W2527263232, W2764160782, W2888776572, W2899389338, W2914931835, W2920819147, W2964683531, W2970684296, W2973612265, W3004921674, W3007765580, W3009328342, W3011860789, W3023568888, W3026975067, W3040739689, W3042884492, W3091715310, W3097506700, W3111977974, W3120837814, W3133942604, W3136179920, W3140252964, W3143351795, W3170631522, W3175539202, W3185216501, W3199846557, W3202173397, W3207279771, W4200216024, W4211049957, W4286485110, W4308484879, W4377139629, W581475362"
W4379055434,10.3390/LAND12061159,855,article,Machine Learning Techniques to Map the Impact of Urban Heat Island: Investigating the City of Jeddah,Abdullah Addas,Land (Multidisciplinary Digital Publishing Institute),2023,31/05/2023,12,6,1159,1159,"Over the last decades, most agricultural land has been converted into residential colonies to accommodate the rapid population expansion. Population growth and urbanization result in negative consequences on the environment. Such land has experienced various environmental issues due to rapid urbanization and population increases. Such expansion in urbanization has a big impact on worsening the residences soon and in the long term, as the population is projected to increase more and more. One such issue is the urban heat island (UHI), which is computed based on land surface temperature (LST). The UHI effect has fundamental anthropogenic impacts on local areas, particularly in rapidly growing cities. This is due to the unplanned shifts in land use and land cover (LUALC) at the local level, which results in climate condition variations. Therefore, proper planning based on concrete information is the best policy in the long run to remedy these issues. In this study, we attempt to map out UHI phenomena using machine learning (ML) algorithms, including bagging and random subspace. The proposed research also fulfills the sustainable development goals (SDGs) requirement. We exploit the correlation and regression methods to understand the relationship between biophysical composition and the UHI effect. Our findings indicate that in the megacity of Jeddah, Saudi Arabia, from 2000 to 2021, the urban area enlarged by about 80%, while the UHI increased overall. Impervious surfaces significantly impact the UHI effect, while vegetation and water bodies have negative implications for the UHI effect. More than 80% of the total parts in Jeddah have been classified by extremely high UHI conditions, as determined by the bagging and random subspace models. In particular, the megacity’s south, north, and central-east parts were categorized by very high UHI conditions. This research is not only expected to assist in understanding the spatial patterns of the UHI in Jeddah, but to assist planners and policymakers in spatial planning. It will help to ensure sustainable urban management and improve life quality.",4,,1,60,,W4210994343,"W1981939599, W2061048346, W2082291024, W2113242816, W2157124852, W2164448454, W2165108312, W2201123216, W2222921106, W2281540434, W2298346024, W2468193463, W2474266123, W2530152640, W2550042005, W2554470513, W2584823719, W2588833698, W2606804832, W2611408664, W2744266836, W2763582042, W2765981096, W2766972132, W2775258027, W2800124012, W2898720600, W2908831454, W2933592273, W2941236434, W2945950080, W2955858817, W2974840125, W2981650146, W2990186229, W2998565715, W2999983007, W3005068726, W3011171922, W3014550513, W3060315371, W3094044388, W3095638851, W3137734062, W3139096776, W3153264307, W3154204948, W3169559612, W3177337021, W3185650036, W3195187443, W3195736271, W3201512168, W4206978555, W4210994343, W4212883601, W4282983243, W4283274301, W4324001918, W4376619155"
W4379229711,10.1186/S40537-023-00770-Z,1,article,Scalable approach for high-resolution land cover: a case study in the Mediterranean Basin,"A. Burgueño, José F. Aldana-Martín, María Vázquez-Pendón, Cristóbal Barba-González, Yudel Gómez, Virginia García Millán, Ismael Navas‐Delgado",Journal of big data (Springer Science+Business Media),2023,02/06/2023,10,1,,,"Abstract The production of land cover maps is an everyday use of image classification applications on remote sensing. However, managing Earth observation satellite data for a large region of interest is challenging in the task of creating land cover maps. Since satellite imagery is getting more precise and extensive, Big Data techniques are becoming essential to handle the rising quantity of data. Furthermore, given the complexity of managing and analysing the data, defining a methodology that reduces the complexity of the process into different smaller steps is vital to data processing. This paper presents a Big Data methodology for creating land cover maps employing artificial intelligence algorithms. Machine Learning algorithms are contemplated for remote sensing and geodata classification, supported by explainable artificial intelligence. Furthermore, the process considers aspects related to downloading data from different satellites, Copernicus and ASTER, executing the pre-processing and processing of the data in a distributed environment, and depicting the visualisation of the result. The methodology is validated in a test case for er map of the Mediterranean Basin.",5,,,60,,,"W1548321542, W1578712794, W1976537707, W1978788419, W1996379195, W2008168496, W2008645757, W2010647511, W2012686349, W2023373255, W2055718260, W2063037906, W2069276699, W2073058170, W2093321230, W2094677081, W2113865576, W2117141344, W2120264830, W2121102297, W2122825543, W2122982975, W2125065112, W2136783177, W2138958034, W2138973222, W2156277618, W2157231547, W2224070395, W2401246392, W2469111149, W2527672088, W2610254470, W2617056706, W2725897987, W2742424758, W2766138163, W2768055745, W2794891691, W2888507573, W2911964244, W2942992951, W2957192340, W2959739466, W2962772482, W2981731882, W2983376237, W2999615587, W3013341479, W3013709343, W3014372673, W3029725797, W3035123256, W3045585619, W3045755298, W3047317383, W3082766779, W3183169884, W3205389354, W4211056572"
W4311142313,10.1016/J.IJDRR.2022.103470,154,article,A smart sustainable system for flood damage management with the application of artificial intelligence and multi-criteria decision-making computations,"Omid Zabihi, maryam siamaki, Mohammad Gheibi, Mehran Akrami, Mostafa Hajiaghaei–Keshteli",International journal of disaster risk reduction (Elsevier BV),2023,01/01/2023,84,,103470,103470,"Decision Support System (DSS) is an approach for smart management of different man-made and natural phenomena such as flood disasters. In the present study, different stages of a novel DSS system are designed to achieve Sustainable Development Goals through monitoring, predicting and controlling the flood. First, the monitoring step is done based on scrutinizing hydrological gathered data through historical climatology archives. Then for the prediction stage, after clustering the precipitation and flood records in five provinces in Iran, with the application of Logistic Regression, Neural Network, and Support Vector Machine as Machine Learning (ML) computations, flood disaster is estimated based on rainfall in different climates. Consequently, according to three differen scenarios, the appropriate strategies in Pre-Flood Activities (Pre-FA), During Flood Activities (DFA), and Post-Flood Activities (Post-FA) are prioritized by three Multi-Criteria Decision-Making (MCDM) techniques. The outcomes of integrated Artificial Intelligence (AI) and Ward computations illustrate that the rainfall data of different provinces of Iran are heterogeneous because of various geographical and topographical conditions. Finally, the MCDM outputs demonstrate that through Pre-FA, DFA, and v, all strategies are ranked for implementation of early making-decision in flood disasters.",15,,1,60,,W4221085650,"W1490731634, W1505298679, W1971992737, W1973739426, W1980332979, W2040094443, W2049017883, W2065642067, W2068368287, W2095361623, W2131124296, W2151514073, W2164017619, W2164130765, W2322078666, W2529064413, W2792622713, W2801769085, W2806205874, W2905163807, W2906318472, W2909479795, W2913015682, W2927539500, W2939509331, W2988838587, W2989894209, W3004090765, W3012296323, W3023064567, W3084249816, W3084863474, W3092628847, W3099487920, W3109983083, W3111334162, W3118453735, W3118609265, W3157652118, W3159742334, W3162463892, W3165728248, W3166098856, W3174525711, W3177863121, W3179713855, W3185010272, W3185613009, W3202080220, W3204685582, W3211703094, W4206116417, W4221085650, W4231676511, W4242442051, W4242472075, W4281741268, W4283397538, W4292182755, W831652020"
W4385755776,10.1016/J.JAG.2023.103451,206,article,Monitoring intertidal golden tides dominated by Ectocarpus siliculosus using Sentinel-2 imagery,"Sara Haro, Ricardo Bermejo, Robert Wilkes, Leonardo Theodoro Büll, Liam Morrison",International journal of applied earth observation and geoinformation (Elsevier BV),2023,01/08/2023,122,,103451,103451,"Golden seaweed tides are a global environmental and social problem, that have been occurring along Ireland's eastern coastline since the 1990s. This study focused on analysing the spatiotemporal dynamics of golden seaweed (Ectocarpus siliculosus) coverage at Dollymount Strand in Dublin Bay (Ireland), between 2016 and 2022, and its relationship with meteorological conditions. Hyperspectral measurements in the field and Sentinel-2 imagery were utilized to monitor macroalgal blooms with a spatiotemporal resolution of 10 m and minimum costs. The normalized difference vegetation index (NDVI) values filtered between 0.1 and 1 were used to identify the coverage of golden seaweeds. The results showed that the golden seaweed coverage extended over 99% of the study area (54 ha) in June 2020 with an average NDVI of 0.25. A seasonal pattern of golden seaweed abundance was observed and modelled from May to October using a Generalized Additive Model. Approximately 28% of the coverage was correlated with daily average global radiance, and 38% of the mean NDVI was associated with daily average maximum air temperatures and wind direction by means of the Generalized Linear Models. A greater biomass of Ectocarpus spp. was accumulated on the beach when the wind direction was from the north-east and south-east. The results also suggested that freshwater nutrient inputs in winter from nearby estuaries may be contributing to golden tides on the shoreline. These findings are useful in developing strategies aimed at controlling and managing golden tides globally, as well as using them as bioindicators of ecological status in coastal environments.",2,,,61,,,"W148188770, W2014268982, W2031459422, W2032522167, W2034835727, W2042865157, W2048257246, W2067804762, W2074805033, W2077906053, W2082091494, W2086284510, W2090647300, W2093304290, W2096086077, W2111846010, W2128071621, W2164702432, W2216742482, W2230051944, W2333898577, W2414565646, W2467306443, W2494131425, W2568725099, W2608421173, W2735560287, W2746485780, W2749368893, W2763919719, W2790477900, W2904201759, W2907247248, W2909475727, W2923951924, W2945976633, W2973873733, W2990230166, W2999416151, W3009374773, W3010484984, W3088281901, W3093354055, W3125987965, W3134558491, W3149748555, W3185641418, W3193607053, W3194719203, W3198852142, W3205663430, W4205444313, W4224220357, W4226054339, W4281722174, W4304845376, W4308847038, W4313459960, W4313888394, W4315607522, W4382982217"
W4323569160,10.3390/SU15064725,14,article,Integrating Unsupervised Machine Intelligence and Anomaly Detection for Spatio-Temporal Dynamic Mapping Using Remote Sensing Image Series,"Vinícius L. S. Gino, Rogério Galante Negri, Felipe N. Souza, Erivaldo Antônio da Silva, Adriano Bressane, Tatiana Sussel Gonçalves Mendes, Wallace Casaca",Sustainability (Multidisciplinary Digital Publishing Institute),2023,07/03/2023,15,6,4725,4725,"The synergistic use of remote sensing and unsupervised machine learning has emerged as a potential tool for addressing a variety of environmental monitoring applications, such as detecting disaster-affected areas and deforestation. This paper proposes a new machine-intelligent approach to detecting and characterizing spatio-temporal changes on the Earth’s surface by using remote sensing data and unsupervised learning. Our framework was designed to be fully automatic by integrating unsupervised anomaly detection models, remote sensing image series, and open data extracted from the Google Earth Engine platform. The methodology was evaluated by taking both simulated and real-world environmental data acquired from several imaging sensors, including Landsat-8 OLI, Sentinel-2 MSI, and Terra MODIS. The experimental results were measured with the kappa and F1-score metrics, and they indicated an assertiveness level of 0.85 for the change detection task, demonstrating the accuracy and robustness of the proposed approach when addressing distinct environmental monitoring applications, including the detection of disaster-affected areas and deforestation mapping.",4,,,62,,,"W1510073064, W1978617972, W1981213426, W1981448549, W1989650021, W2008204623, W2017014096, W2029939318, W2067782748, W2089554624, W2101234009, W2109016221, W2132077228, W2139274755, W2146292423, W2218047931, W2224070395, W2296719434, W2330534857, W2401246392, W2503135644, W2561059621, W2617056706, W2725897987, W2771168782, W2789944120, W2795018073, W2888842680, W2889619717, W2947334153, W2972614519, W2985175000, W2989983865, W2995684600, W2996331644, W2996821722, W3004369358, W3004600575, W3006708771, W3015268263, W3018952706, W3035526711, W3090330565, W3116268559, W3140557157, W3156676741, W3161713184, W3165733160, W3173826379, W4205865740, W4212852785, W4221060767, W4229002315, W4241288610, W4245539475, W4280496611, W4280552316, W4285093870, W4288766932, W4289792395, W4293716158, W834036986"
W4327630783,10.1016/J.ECOLIND.2023.110070,160,article,Examining village characteristics for forest management using self- and geographic self-organizing maps: A case from the Baekdudaegan mountain range network in Korea,"Taesu Kim, Thakur Dhakal, Seong-Hyeon Kim, Ju‐Hyoung Lee, Sujin Kim, Gab-Sue Jang",Ecological indicators (Elsevier BV),2023,01/04/2023,148,,110070,110070,"Understanding the village characteristics linked to forest networks is essential for the scientific management of forest resources. Forests are complex socio-ecological systems. This study classifies the resources and characteristics of forest networks and neighboring villages using unsupervised learning algorithms: self-organizing maps (SOM) and geographic-self-organizing maps (Geo-SOMs). Considering ecological, economic, and sociocultural indicators, 18 covariates of 379 villages in two forest networks of the Baekdudaegan Mountain Range in South Korea were analyzed. The data visualizing map size was fixed based on changes in quantization and topographic errors of the same grid maps, and the number of clusters was determined by comparing K-means and hierarchical clustering techniques. An optimal map size of 17 × 12 grids and six clusters was used for further classification of the input data for both SOM and Geo-SOM analyses. The common characteristics of villages were identified using SOM classification, whereas geographically bounded characteristics were identified using Geo-SOM. The approach introduced in this study can be applied to socio-ecological classification and the design of sustainable forest management policies that link the remote sensing and geographic information systems.",6,,,62,,,"W1196712433, W1571614118, W1679694681, W1885937115, W1973749534, W1982344223, W1984531138, W1990517717, W1992592219, W2002653490, W2003801429, W2005418590, W2022266106, W2024239582, W2036962143, W2051224630, W2068761245, W2074345332, W2079619272, W2104351948, W2142421502, W2165408068, W2283559594, W2327801408, W2381516987, W2403834040, W2428674692, W2510069214, W2510630345, W2530272584, W2725422312, W273052451, W2771714473, W2799788529, W2902655869, W2913873774, W2953555064, W2997896250, W3010259768, W3023472043, W3029143920, W3038654064, W3042505592, W3092505412, W3117161163, W3124523819, W3147624066, W3158382641, W316475066, W3167348038, W3171132111, W3178534514, W3182830958, W3216287533, W4224318266, W4238179892, W4248289385, W4283262655, W4291200834, W4295409125, W4296234637, W604798846"
W4386070924,10.1016/J.CAGEO.2023.105435,361,article,Spatio-temporal heterogeneous graph using multivariate earth observation time series: Application for drought forecasting,"Hanen Balti, Ali Ben Abbes, Yan‐Fang Sang, Nédra Mellouli, Imed Riadh Farah",Computers & geosciences (Elsevier BV),2023,01/10/2023,179,,105435,105435,"Accurate forecasting is required for the effective risk management of drought disasters. Many machine learning- and deep learning-based models have been proposed for drought forecasting, however, they cannot handle the temporal and/or spatial dependencies in the input data, causing unexpected forecasting results. In order to solve the challenging issue, in this paper we proposed the Heterogeneous Spatio-Temporal Graph (HetSPGraph), for drought forecasting. It includes three major layers: spatial aggregations including inter and intra aggregations, temporal aggregation, and a forecasting network. The main function of HetSPGraph is to learn the dynamic spatiotemporal correlations between the regions and to further predict the drought in different regions, based on which accurate drought forecasting can be achieved. Experimental forecasting results of the Standardized Precipitation Evapotranspiration Index (SPEI) in China indicated that the HetSPGraph model outperformed the traditional baseline methods including the Long Short-Term Memory model (LSTM), Convolutional Neural Network-LSTM (CNN-LSTM), Gated Recurrent Unit (GRU), Spatio-Temporal Graph Convolutional Networks (STGCN) and Geographic-Semantic-Temporal Hypergraph Convolutional Network (GST-HCN). Even for long-term forecasting (12 months), more accurate forecasting results, with the coefficient of determination R2 higher than 0.89, can also be obtained by HetSPGraph compared to the other three models. The proposed HetSPGraph model has the potential for wider use in forecasting drought and other natural disasters.",1,,,63,,,"W1576457137, W1971853188, W1980640510, W1987213677, W2027553546, W2053452238, W2060382181, W2064670821, W2072251064, W2073122003, W2104157175, W2113502054, W2116242729, W2165301409, W2171932819, W2173732377, W2343300156, W2560320949, W2572939427, W2586586084, W2600366513, W2756543589, W2784184607, W2790679118, W2901504064, W2913182941, W2913267705, W2948490758, W2949039742, W2952335866, W2963214893, W2964965220, W2999931623, W3004794872, W3016495922, W3026705769, W3034288498, W3045950546, W3047100943, W3082044521, W3095242808, W3103720336, W3122200694, W3127141647, W3158240143, W3164032920, W3184293716, W3185100125, W3185621434, W3190469032, W3198493423, W3200811867, W3202811093, W3203733595, W3207208702, W3210501432, W3215997193, W4225813888, W4230241706, W4281386443, W4281623391, W4285723986, W4306317752"
W4386295332,10.1016/J.SCIAF.2023.E01877,429,article,Spatial-temporal variability analysis of water quality using remote sensing data: A case study of Lake Manyame,"Pedzisai Kowe, Esper Jacobeth Ncube, James Magidi, Julius M. Ndambuki, Donald Tendayi Rwasoka, Webster Gumindoga, Auther Maviza, Moises de Jesus Paulo Mavaringana, Eric Tshitende Kakanda",Scientific African (Elsevier BV),2023,01/09/2023,21,,e01877,e01877,"Worldwide, the quality of freshwater in inland water bodies has been a major issue of concern due to the negative impact of human activities. With the increase in global population, it is projected that the quality of the water will deteriorate. Quantitative information on the state of water quality is quite crucial in water resources planning and conservation. Conventional or ground-based measuring technologies are more time demanding, expensive for monitoring water quality parameters of inland water bodies, resulting in incomprehensive coverage in time and space. Due to the paucity of images with fine spatial and temporal resolution, Sentinel 2, provides invaluable information at a fine spatial scale for water quality monitoring to supporting progress towards achieving Sustainable Developments Goals (SDGs). This study quantified the spatial and temporal variations of water quality parameters of Total Nitrogen, Turbidity, Chlorophyll-a and Total Suspended Matter derived from cloud free and remotely sensed Sentinel 2 satellite data for a period from 2017 to 2022 for Lake Manyame in Zimbabwe. Furthermore, the research developed empirical models based on the linear regression between in-situ water sample data and water quality indicators of Sentinel 2. The results showed that between 2017 and 2022, the water quality in Lake Manyame significantly fluctuated. The regression coefficients (r2) between remote sensed water quality parameters and field or sample water data ranged from 0.63 – 0.95, providing a promising possibility for operational use of freely available remote sensing data in water quality monitoring in data constrained countries.The study demonstrated the importance and capability of using freely available Sentinel 2 data, with fine spatial and temporal resolution in providing invaluable information and evaluating on the state and indicators of water quality in inland water bodies in space and time. Such information is crucial in informing resource managers and decision makers in conserving water resources.",1,,,63,,,"W1963748696, W1965287008, W1967906870, W1972212763, W1979449812, W1998385159, W2007362319, W2009834823, W2040738344, W2047325861, W2059910620, W2063623478, W2162402169, W2168565615, W2218363404, W2342158630, W2343979705, W2499899645, W2513884524, W2554641769, W2563205697, W2618312991, W2738308406, W2795529885, W2806429834, W2897725979, W2907102908, W2913678469, W2956283068, W2967895093, W2995563396, W2999510575, W3006326026, W3008577990, W3010720430, W3011860789, W3011988525, W3018952706, W3025417591, W3032562092, W3095275591, W3095832767, W3111428295, W3114738320, W3122260646, W3127051065, W3128443778, W3134291041, W3137082854, W3160608942, W3165226483, W3170259518, W3206806517, W3434812, W4206479043, W4214808392, W4224220357, W4283169306, W4285719527, W4304092395, W4308557739, W4322761303, W4367555153"
W4366385243,10.1016/J.JWPE.2023.103731,548,article,Bio-communal wastewater treatment plant real-time modeling using an intelligent meta-heuristic approach: A sustainable and green ecosystem,"S.I. Abba, Huseyin Cagan KILINC, Mou Leong Tan, Vahdettin Demir, Iman Ahmadianfar, Bijay Halder, Salim Heddam, Ali H. Jawad, Ahmed M. Al‐Areeq, Zaher Mundher Yaseen",Journal of water process engineering (Elsevier BV),2023,01/07/2023,53,,103731,103731,"Considering the importance of nitrogen and organic carbon in supporting the growth of various algae and organic matters, that improves eutrophication along the water bodies. It is, therefore, essential to develop reliable tools that can help policymakers and experts in-understand the environmental and aquatic importance of these macronutrients in relation to other different hydro-physical and chemical variables. The current research proposes the development of three different data intelligence; Neuro-fuzzy (NF), Support Vector Regression (SVR), and Multivariate Regression (MVR) model integrated with a hybrid Neuro-fuzzy-Shuffled frog-leaping algorithm (NF-SFLA) for the simulation of total Kjeldahl Nitrogen (TKNeff) and total organic carbon (TCODeff) based-organic removal from wastewater treatment plant (WWTP). Both visualized and numerical performance of the single models indicated that NF model combination two (NF-M2) showed superior performance than other models for modeling TKNeff (MAE = 0.0367, NSE = 0.9110) and TCODeff (MAE = 0.0363, NSE = 0.8300). The hybrid NF-SFLA was proposed to improve the performance prediction of both TKNeff and TCODeff from the WWTP effluent. The NF-SFLA-M2 achieves an overwhelming performance improvement of up to 13 % over NF-M2 for TKNeff and TCODeff regarding NSE criteria.",4,,,63,,,"W1856706343, W1987415583, W1989540221, W2019154419, W2086947716, W2553240714, W2576459012, W2610884445, W2650791901, W2758887415, W2790638497, W2791283728, W2884812134, W2888342334, W2896968299, W2901786823, W2905012744, W2949643042, W2953666540, W2966651448, W2982076695, W2995260071, W2996168212, W2998668704, W2998772831, W3006671182, W3019697862, W3039136612, W3046375093, W3087003184, W3093998899, W3095396757, W3112279700, W3118670782, W3132758701, W3139274269, W3140569390, W3174342921, W3189352443, W3195756861, W3200615692, W3208287835, W3208479520, W3209178277, W3209893417, W4210657895, W4210732270, W4211011253, W4214907314, W4220679516, W4223466529, W4281253060, W4281570691, W4281669258, W4283771473, W4292379375, W4293194732, W4296127567, W4309047178, W4309200231, W4311564983, W4314935532, W4323928955"
W4385372274,10.1016/J.COMPAG.2023.108020,297,article,Inversion of maize leaf area index from UAV hyperspectral and multispectral imagery,"Anting Guo, Huichun Ye, Wenjiang Huang, Binxiang Qian, Jingjing Wang, Yubin Lan, Shizhou Wang",Computers and electronics in agriculture (Elsevier BV),2023,01/09/2023,212,,108020,108020,"The accurate estimation of Leaf area index (LAI) is of great importance for evaluating crop growth in precision agriculture. Although previous studies have confirmed great advantages of unmanned aerial vehicle (UAV) remote sensing for LAI estimation in the field, accurate, reliable and efficient LAI estimation with practical applications still faces challenges due to model limitations and variations in the spectral and spatial scales of UAV remote sensing. In this study, we constructed the hybrid inversion models (HIMs) for estimating maize LAI using UAV hyperspectral and multispectral data, respectively. The HIMs combines the advantages of radiative transfer models and machine learning regression algorithms, and are optimized by active learning (AL) algorithm. The results reveal that the inclusion of AL in the HIMs an effectively improve the accuracy of the model. The Gaussian process regression-based HIM with AL (GPR-AL-HIM) obtained the best performance in LAI estimation (R2 = 0.86, RMSE = 0.30 and NRMSE = 10.16 %). Meanwhile, GPR-AL-HIM was also determined to outperform the physical model based on the look-up-table (LUT) and the empirical statistical model based on vegetation indices. The model was validated with another independent dataset and also obtained a high accuracy (R2 = 0.84, RMSE = 0.23 and NRMSE = 11.78 %). In addition, we also explore the effects of the UAV spectral (multispectral and hyperspectral) and image spatial resolution on LAI inversion. The results reveal that the hyperspectral data exhibit an advantage over the multispectral data for LAI inversion using the GPR-AL-HIM. The accuracy of the GPR-AL-HIM decreased with increasing spatial resolution, but the accuracy varied less within a certain spatial resolution range (e.g., R2 of 0.86–0.84 and RMSE of 0.30–0.33 for hyperspectral images at 1.5–15 cm spatial resolution). Furthermore, the LAI distribution in the study area was accurately mapped using the GPR-AL-HIM with the hyperspectral and multispectral images, with the latter exhibiting lower uncertainties. The GPR-AL-HIM is mainly aimed at maize, and in the future, we will explore the applicability of this model in other crops. This work provides a reference for the design of a monitoring scheme with crop parameters based on UAV remote sensing in precision agriculture.",8,,,63,,,"W1277711400, W1953383193, W1970664916, W1988392308, W1998997260, W2012686349, W2018494703, W2026080967, W2036003376, W2041777957, W2051128904, W2053088351, W2056352756, W2086920909, W2095374757, W2101010747, W2105373230, W2149813070, W2152164823, W2157582727, W2161815745, W221493477, W2404939661, W2413379912, W248389711, W2593498266, W2626613115, W2755091472, W2770928509, W2808198652, W2915540904, W2920653747, W2937578908, W2990165672, W2998595112, W3002884362, W3014518228, W3015931447, W3057600328, W3073865269, W3120426666, W3122664765, W3124397061, W3124990706, W3128164063, W3154844063, W3155954052, W3164275378, W3168257347, W3178598619, W3181658859, W3184866691, W3185763115, W4200412506, W4210409509, W4211049957, W4214913911, W4214943545, W4220777959, W4224241018, W4224290201, W4281779014, W4292394619"
